Device,Acq Date,Acq Time,Time step,Voc,Jsc,VPP,MPP,FF,effic,V,J,Acq Min Voltage,Acq Max Voltage,Acq Start Voltage,Acq Step Voltage,Acq Gate Voltage,Acq Hold Time,Acq Num Aver Scans,Delay Before Meas,Num Track Points,PV mode,Track Interval,Device Area,Comments
Robotic-SC_sweep-forw,2017-10-18,14-01-59,0.0,4.1804,0.47537777777777784,2.899999999999965,1.025665555555543,0.516118059617454,0.22770303604376674,-5.000000000000007,0.5891777777777778,-5,5,0,0.1,0,0.1,1.0,1,5.0,True,2,9,Testing
,,,,,,,,,,-4.9000000000000075,0.5865888888888889,,,,,,,,,,,,,
,,,,,,,,,,-4.800000000000008,0.5836888888888889,,,,,,,,,,,,,
,,,,,,,,,,-4.700000000000008,0.580888888888889,,,,,,,,,,,,,
,,,,,,,,,,-4.6000000000000085,0.5785444444444444,,,,,,,,,,,,,
,,,,,,,,,,-4.500000000000009,0.5757888888888888,,,,,,,,,,,,,
,,,,,,,,,,-4.400000000000009,0.5723111111111111,,,,,,,,,,,,,
,,,,,,,,,,-4.30000000000001,0.5693444444444444,,,,,,,,,,,,,
,,,,,,,,,,-4.20000000000001,0.5662666666666667,,,,,,,,,,,,,
,,,,,,,,,,-4.10000000000001,0.5631222222222223,,,,,,,,,,,,,
,,,,,,,,,,-4.000000000000011,0.5617,,,,,,,,,,,,,
,,,,,,,,,,-3.900000000000011,0.5584555555555556,,,,,,,,,,,,,
,,,,,,,,,,-3.8000000000000114,0.5561222222222223,,,,,,,,,,,,,
,,,,,,,,,,-3.7000000000000117,0.5532111111111111,,,,,,,,,,,,,
,,,,,,,,,,-3.600000000000012,0.5502555555555556,,,,,,,,,,,,,
,,,,,,,,,,-3.5000000000000124,0.5465333333333333,,,,,,,,,,,,,
,,,,,,,,,,-3.400000000000013,0.5445444444444445,,,,,,,,,,,,,
,,,,,,,,,,-3.300000000000013,0.5429888888888889,,,,,,,,,,,,,
,,,,,,,,,,-3.2000000000000135,0.5410555555555555,,,,,,,,,,,,,
,,,,,,,,,,-3.100000000000014,0.5382555555555555,,,,,,,,,,,,,
,,,,,,,,,,-3.000000000000014,0.5356111111111111,,,,,,,,,,,,,
,,,,,,,,,,-2.9000000000000146,0.5332,,,,,,,,,,,,,
,,,,,,,,,,-2.800000000000015,0.532488888888889,,,,,,,,,,,,,
,,,,,,,,,,-2.7000000000000153,0.5299111111111111,,,,,,,,,,,,,
,,,,,,,,,,-2.6000000000000156,0.5277222222222222,,,,,,,,,,,,,
,,,,,,,,,,-2.500000000000016,0.5259,,,,,,,,,,,,,
,,,,,,,,,,-2.4000000000000163,0.5233000000000001,,,,,,,,,,,,,
,,,,,,,,,,-2.3000000000000167,0.5203777777777777,,,,,,,,,,,,,
,,,,,,,,,,-2.200000000000017,0.5185777777777778,,,,,,,,,,,,,
,,,,,,,,,,-2.1000000000000174,0.5170777777777777,,,,,,,,,,,,,
,,,,,,,,,,-2.0000000000000178,0.5156,,,,,,,,,,,,,
,,,,,,,,,,-1.9000000000000181,0.5126111111111111,,,,,,,,,,,,,
,,,,,,,,,,-1.8000000000000185,0.5105333333333334,,,,,,,,,,,,,
,,,,,,,,,,-1.7000000000000188,0.5079444444444445,,,,,,,,,,,,,
,,,,,,,,,,-1.6000000000000192,0.5063666666666666,,,,,,,,,,,,,
,,,,,,,,,,-1.5000000000000195,0.5040444444444445,,,,,,,,,,,,,
,,,,,,,,,,-1.40000000000002,0.5016333333333333,,,,,,,,,,,,,
,,,,,,,,,,-1.3000000000000203,0.49960000000000004,,,,,,,,,,,,,
,,,,,,,,,,-1.2000000000000206,0.49826666666666664,,,,,,,,,,,,,
,,,,,,,,,,-1.100000000000021,0.4963333333333334,,,,,,,,,,,,,
,,,,,,,,,,-1.0000000000000213,0.49474444444444443,,,,,,,,,,,,,
,,,,,,,,,,-0.9000000000000217,0.49312222222222224,,,,,,,,,,,,,
,,,,,,,,,,-0.800000000000022,0.49215555555555557,,,,,,,,,,,,,
,,,,,,,,,,-0.7000000000000224,0.4902333333333333,,,,,,,,,,,,,
,,,,,,,,,,-0.6000000000000227,0.4880111111111111,,,,,,,,,,,,,
,,,,,,,,,,-0.5000000000000231,0.48594444444444446,,,,,,,,,,,,,
,,,,,,,,,,-0.40000000000002345,0.4845,,,,,,,,,,,,,
,,,,,,,,,,-0.3000000000000238,0.48342222222222225,,,,,,,,,,,,,
,,,,,,,,,,-0.20000000000002416,0.48168888888888894,,,,,,,,,,,,,
,,,,,,,,,,-0.10000000000002451,0.4795888888888889,,,,,,,,,,,,,
,,,,,,,,,,-2.4868995751603507e-14,0.4774444444444444,,,,,,,,,,,,,
,,,,,,,,,,0.09999999999997478,0.47438888888888886,,,,,,,,,,,,,
,,,,,,,,,,0.19999999999997442,0.4715111111111111,,,,,,,,,,,,,
,,,,,,,,,,0.29999999999997407,0.46857777777777776,,,,,,,,,,,,,
,,,,,,,,,,0.3999999999999737,0.4653444444444444,,,,,,,,,,,,,
,,,,,,,,,,0.49999999999997335,0.46324444444444446,,,,,,,,,,,,,
,,,,,,,,,,0.599999999999973,0.46090000000000003,,,,,,,,,,,,,
,,,,,,,,,,0.6999999999999726,0.4584444444444445,,,,,,,,,,,,,
,,,,,,,,,,0.7999999999999723,0.45566666666666666,,,,,,,,,,,,,
,,,,,,,,,,0.8999999999999719,0.45251111111111114,,,,,,,,,,,,,
,,,,,,,,,,0.9999999999999716,0.4490222222222222,,,,,,,,,,,,,
,,,,,,,,,,1.0999999999999712,0.44532222222222223,,,,,,,,,,,,,
,,,,,,,,,,1.1999999999999709,0.44179999999999997,,,,,,,,,,,,,
,,,,,,,,,,1.2999999999999705,0.4383444444444444,,,,,,,,,,,,,
,,,,,,,,,,1.3999999999999702,0.4346333333333333,,,,,,,,,,,,,
,,,,,,,,,,1.4999999999999698,0.4308222222222222,,,,,,,,,,,,,
,,,,,,,,,,1.5999999999999694,0.4269444444444444,,,,,,,,,,,,,
,,,,,,,,,,1.699999999999969,0.42333333333333334,,,,,,,,,,,,,
,,,,,,,,,,1.7999999999999687,0.4194555555555556,,,,,,,,,,,,,
,,,,,,,,,,1.8999999999999684,0.4152555555555556,,,,,,,,,,,,,
,,,,,,,,,,1.999999999999968,0.4110444444444445,,,,,,,,,,,,,
,,,,,,,,,,2.0999999999999677,0.40645555555555557,,,,,,,,,,,,,
,,,,,,,,,,2.1999999999999673,0.40159999999999996,,,,,,,,,,,,,
,,,,,,,,,,2.299999999999967,0.3970555555555555,,,,,,,,,,,,,
,,,,,,,,,,2.3999999999999666,0.3922333333333333,,,,,,,,,,,,,
,,,,,,,,,,2.4999999999999662,0.3872777777777778,,,,,,,,,,,,,
,,,,,,,,,,2.599999999999966,0.3814777777777778,,,,,,,,,,,,,
,,,,,,,,,,2.6999999999999655,0.3741111111111111,,,,,,,,,,,,,
,,,,,,,,,,2.799999999999965,0.36488888888888893,,,,,,,,,,,,,
,,,,,,,,,,2.899999999999965,0.35367777777777776,,,,,,,,,,,,,
,,,,,,,,,,2.9999999999999645,0.3411777777777778,,,,,,,,,,,,,
,,,,,,,,,,3.099999999999964,0.32621111111111106,,,,,,,,,,,,,
,,,,,,,,,,3.1999999999999638,0.30898888888888887,,,,,,,,,,,,,
,,,,,,,,,,3.2999999999999634,0.2894777777777777,,,,,,,,,,,,,
,,,,,,,,,,3.399999999999963,0.2678777777777778,,,,,,,,,,,,,
,,,,,,,,,,3.4999999999999627,0.24383333333333335,,,,,,,,,,,,,
,,,,,,,,,,3.5999999999999623,0.21789999999999998,,,,,,,,,,,,,
,,,,,,,,,,3.699999999999962,0.18875555555555554,,,,,,,,,,,,,
,,,,,,,,,,3.7999999999999616,0.1562,,,,,,,,,,,,,
,,,,,,,,,,3.8999999999999613,0.1199777777777778,,,,,,,,,,,,,
,,,,,,,,,,3.999999999999961,0.08168111111111111,,,,,,,,,,,,,
,,,,,,,,,,4.099999999999961,0.039220000000000005,,,,,,,,,,,,,
,,,,,,,,,,4.19999999999996,-0.008704444444444443,,,,,,,,,,,,,
,,,,,,,,,,4.29999999999996,-0.06256222222222223,,,,,,,,,,,,,
,,,,,,,,,,4.3999999999999595,-0.12064666666666667,,,,,,,,,,,,,
,,,,,,,,,,4.499999999999959,-0.1844888888888889,,,,,,,,,,,,,
,,,,,,,,,,4.599999999999959,-0.25641111111111115,,,,,,,,,,,,,
,,,,,,,,,,4.699999999999958,-0.3369444444444445,,,,,,,,,,,,,
,,,,,,,,,,4.799999999999958,-0.4259,,,,,,,,,,,,,
,,,,,,,,,,4.899999999999958,-0.5251444444444444,,,,,,,,,,,,,
,,,,,,,,,,4.999999999999957,-0.6363555555555556,,,,,,,,,,,,,
