Device,Acq Date,Acq Time,Time step,Voc,Jsc,VPP,MPP,FF,effic,V,J,Acq Min Voltage,Acq Max Voltage,Acq Start Voltage,Acq Step Voltage,Acq Gate Voltage,Acq Hold Time,Acq Num Aver Scans,Delay Before Meas,Num Track Points,PV mode,Track Interval,Device Area,Comments
Robotic-SC_JV-backward,2017-10-18,14-02-09,0.0,4.1854,0.47601111111111105,2.9000000000000004,0.9976966666666667,0.5007771002610057,0.2214937986561288,0.0,0.47078888888888887,-5,5,0,0.1,0,0.1,1.0,1,5.0,True,2,9,Testing
,,,,,,,,,,0.1,0.46890000000000004,,,,,,,,,,,,,
,,,,,,,,,,0.2,0.4663999999999999,,,,,,,,,,,,,
,,,,,,,,,,0.30000000000000004,0.4636222222222222,,,,,,,,,,,,,
,,,,,,,,,,0.4,0.46082222222222224,,,,,,,,,,,,,
,,,,,,,,,,0.5,0.45771111111111107,,,,,,,,,,,,,
,,,,,,,,,,0.6000000000000001,0.4545444444444444,,,,,,,,,,,,,
,,,,,,,,,,0.7000000000000001,0.45148888888888883,,,,,,,,,,,,,
,,,,,,,,,,0.8,0.4488222222222222,,,,,,,,,,,,,
,,,,,,,,,,0.9,0.4464444444444444,,,,,,,,,,,,,
,,,,,,,,,,1.0,0.4431111111111111,,,,,,,,,,,,,
,,,,,,,,,,1.1,0.4398111111111111,,,,,,,,,,,,,
,,,,,,,,,,1.2000000000000002,0.4362333333333333,,,,,,,,,,,,,
,,,,,,,,,,1.3,0.43298888888888887,,,,,,,,,,,,,
,,,,,,,,,,1.4000000000000001,0.4299555555555556,,,,,,,,,,,,,
,,,,,,,,,,1.5,0.42642222222222226,,,,,,,,,,,,,
,,,,,,,,,,1.6,0.42281111111111114,,,,,,,,,,,,,
,,,,,,,,,,1.7000000000000002,0.4190111111111111,,,,,,,,,,,,,
,,,,,,,,,,1.8,0.4144777777777778,,,,,,,,,,,,,
,,,,,,,,,,1.9000000000000001,0.41003333333333336,,,,,,,,,,,,,
,,,,,,,,,,2.0,0.4058555555555555,,,,,,,,,,,,,
,,,,,,,,,,2.1,0.4022888888888889,,,,,,,,,,,,,
,,,,,,,,,,2.2,0.39786666666666665,,,,,,,,,,,,,
,,,,,,,,,,2.3000000000000003,0.3917333333333334,,,,,,,,,,,,,
,,,,,,,,,,2.4000000000000004,0.3864888888888889,,,,,,,,,,,,,
,,,,,,,,,,2.5,0.38145555555555555,,,,,,,,,,,,,
,,,,,,,,,,2.6,0.3753444444444445,,,,,,,,,,,,,
,,,,,,,,,,2.7,0.3672222222222222,,,,,,,,,,,,,
,,,,,,,,,,2.8000000000000003,0.35626666666666673,,,,,,,,,,,,,
,,,,,,,,,,2.9000000000000004,0.3440333333333333,,,,,,,,,,,,,
,,,,,,,,,,3.0,0.32934444444444444,,,,,,,,,,,,,
,,,,,,,,,,3.1,0.3126555555555556,,,,,,,,,,,,,
,,,,,,,,,,3.2,0.29383333333333334,,,,,,,,,,,,,
,,,,,,,,,,3.3000000000000003,0.2730222222222222,,,,,,,,,,,,,
,,,,,,,,,,3.4000000000000004,0.2497111111111111,,,,,,,,,,,,,
,,,,,,,,,,3.5,0.22325555555555557,,,,,,,,,,,,,
,,,,,,,,,,3.6,0.19366666666666668,,,,,,,,,,,,,
,,,,,,,,,,3.7,0.16162222222222222,,,,,,,,,,,,,
,,,,,,,,,,3.8000000000000003,0.12684444444444443,,,,,,,,,,,,,
,,,,,,,,,,3.9000000000000004,0.08921444444444444,,,,,,,,,,,,,
,,,,,,,,,,4.0,0.04604444444444445,,,,,,,,,,,,,
,,,,,,,,,,4.1000000000000005,0.00029863333333333335,,,,,,,,,,,,,
